,french,bassa
3014,Mordekaï regarde affectueusement Esther,Noode le hégda Mardôkai a mbéñge Ester
3015, Il se rend compte avec un mélange de fierté et d’inquiétude que sa petite cousine a grandi et qu’elle est très belle," A yé maséé, ndi a gwé ndék woñi ñem kiki ñôô wé u nañ, u nyila ki nlam mañge muda"
3017,"En peu de mots, rester spirituellement pur signifie ne pas mélanger le vrai culte avec le faux culte","I sem kwep, i tééda bésbomede mapubi i pes mbuu li nkobla le di pôdna bañ base ipubi ni kwéha base"
3019,"À une époque, en Afrique du Sud, les Témoins de couleurs de peau différentes n’étaient pas libres de se mélanger à leurs réunions","Ngim ngéda, Mbôgi Yéhôva i i bééna bé kôgôô nyuu yada i Afrika Nwelmbok, i bé la bé kodba ntôñ"
3021,Les chrétiens doivent faire attention à ne pas mélanger les affaires commerciales et le culte pour Dieu,Bilôk bikéé bi bôlôm ni bi bôda bi nlama bé gwañna mam ma mbuu ni mam ma moni
3023,La Bible parle d’un couple chrétien du Ier siècle que Satan a poussé à mentir effrontément à Dieu,"Kiki hihéga, Bibel i ñañle bés lelaa ‘Satan a bi yôñôl ñem’ u babiina bada i hiai bisu i tembene Djob"
3025,Mais Jéhovah veut que ses serviteurs fassent plus que ne pas mentir,"Ndi, Yéhôva a gwé ngôñ le ba-gwélél bé ba telbene ndik bañ i tjél pot bitembee bikeñi"
3027,"Mentir, c’est dire quelque chose de faux","Tembee, hala wee i kal jam li ta bé maliga"
3029,"La malhonnêteté peut être illustrée par les récits concernant Akân, qui a volé et a essayé de cacher son geste, ou bien Guéhazi, qui a menti pour s’approprier de l’argent, ou encore Judas, qui a volé et a menti odieusement dans le but de nuire à Jésus","Inyu toñle bo kii i ba malôga li nkobla, ba nla gwélél miñañ kiki bo u Akan nu a nip, ndi a noode sôô wip wé; bo u Géhazi nu a bi tembee inyu njômbi nkus; tole ñañ u Yuda nu a bi nip ni kôôba tembee inyu boñ Yésu béba"
3031,"Comme le dit l’article, la plupart des gens n’hésitent pas à mentir à des inconnus, à des collègues, amis et conjoints ","I kaat i bé i kal le, ngim bôt i tembee bakén, bôt ba nsal ni bo, mawanda map, ni bôt bape ba ngwés ibabé ndutu yo ki yo"
3033,Jéhovah est lui- même honnête ; il ne peut mentir ,Yéhôva nyemede a yé maliga; a yé nu a mpot bé bitembee
3035,Dieu ne peut mentir ,Djob a nla bé tembee
3037,"Au travail, mon chef d’équipe m’a demandé de mentir au sujet de fournitures manquantes, mais j’ai refusé","Nwet wem bôlô a bé sômbôl le me tembee inyu ngim gwom bi bi nimil i homa bôlô, ndi me bi tjél"
3039,"Si oui, nous prouverons que Satan a menti en prétendant que, dans l’épreuve, personne n’obéirait à Dieu","Ibale di mboñ toi hala, di ga unda le Satan a bi tembee ngéda a bi kal le ikété ndéénga, mut a nla bé nôgôl Djob"
3041,"Dans la Bible, on trouve de mauvais exemples de gens qui étaient malhonnêtes, comme Akân , Guéazi ou Judas ","Bibel i gwé dihéga di bôt ba ba bé bé maliga: Akan nu a yila mut wip; Géhazi, nu a bi tembee inyu kôhna moni; ni Yuda, nu a bé nip moni, a sôk a liibana Yésu inyu 30 ma silba"
3043,"Si les vérités bibliques sont, pour ainsi dire, solidement attachées autour de nous, nous voudrons vivre en accord avec elles et ne jamais mentir","Ngéda maliga ma Bibel ma ntibil gwel bés, di ga pam i bii mo i bisélél, ni i pot maliga ngéda yosôna"
3045,"Paul et Silas leur ont prêché le message de Jéhovah, et le gardien et toute sa famille se sont fait baptiser","Ha nyen Paul bo Silas ba bi niiga bo bañga i Yéhôva, kayéle ntat ndap mok, ni lihaa jé jolisôna, ba kôs sôble"
3047,Quel est le message de Jéhovah ?,Umbe ñwin Yéhôva a bi ti Abraham?
3048,"Pour la première fois de leur vie, ils voudront peut-être écouter notre message d’espoir","Ngéda di mboma bo, ba nla bana ngôñ i emble nwin u botñem di ntjam inyu ngélé yap bisu"
3050,Même les personnes qui s’intéressent au message de la Bible ne voient pas toujours la nécessité d’étudier avec nous,"To ibale bôt ba ñunda le ba ngwés ñwin u Bibel, ha hiki ngéda bé nyen bôt ba ga tehe nseñ i nigil Bañga i Djob ni bés"
3052,"Si donc nous étions affiliés aux partis politiques de nos pays respectifs, nous serions mal placés pour exposer le message du Royaume, et notre unité chrétienne serait gravement compromise ","Jon ibale di nyoñ ngaba i minlôñ mi m’bô, di mbana ha bé ki makénd i añal le Ane Djob yotama yon di nlama bôdôl ñem; hala a ga lona ki mbagla ipôla ntôñ u bikristen"
3054,Discernez le message derrière les mots,"U nok ndigi bañ bibuk bi nlô woñ tole bi ñwaa woñ, ndi noode wan mahoñol mé"
3056,Comment savons- nous que les chefs de la chrétienté ne prêchent pas le bon message ?,Lelaa di nyi le baéga ba bibase bi ndôk bikristen ba ñañal bé ñwin Yésu a bat banigil bé le ba añal?
3057,Ézékiel devait absorber totalement le message de Dieu,Ezékiel a bé lama tibil mil nwin u Djob
3059,"Les Témoins de Jéhovah sont convaincus que la parole de Dieu , c’est-à-dire son message pour les humains, est vivante et puissante ","Bés bagwélél ba Yéhôva, di mpééna bé le Bañga i Nyambe, hala wee nwin wé inyu bôt ba binam, i yé yômi ni ngui"
3061,b) Pour qui ce message a- t- il été conservé ?,Yéhôva a bat le ba tééda nwin u inyu yen?
3062,"À l’origine, le message d’Isaïe chapitre 41 s’adressait au peuple de Dieu de l’Antiquité","I bibôdle, unu ñwin u yé ntilga ikété kaat Yésaya pes 41 u bé inyu litén li Djob"
3064,"Ils sont même irrités, ou tourmentés, par ce message qui laisse entrevoir un jugement enflammé de la part de Dieu ",Hala a bé lama hôgbaha bana baéga bibase ba ba ngwés moni i tehe le Yésu ni banigil bé ba nimis makénd map i añal nwin u Djob
3066,Quel groupe de personnes prêche ce message dans toutes les nations ?,Bambe bôt ba ñañal ñwin u ikété biloñ gwobisôna?
3067,Quel message doit être prêché ?,Umbe ñwin di nlama añal?
3068,Cela peut aussi être un message qui annonce ce qui va se passer dans l’avenir,Mbañ i nla ki ba ñwin u jam li li ga tagbe mu dilo di nlo
3070,Jésus prêche le message du Royaume,Yésu a ñañal ñañ nlam u Ane
3071,"Un jour, alors que Jésus était de l’autre côté du Jourdain, Marie et Marthe lui ont envoyé un message urgent : Lazare est très malade","Kel yada, ngéda Yésu a bé uu nwii Lom Yordan, Marta bo Maria ba ômle nye nwin mbe: ‘Lasarô a nkon, béba ngandak"
3073,Comment les gens ont- ils réagi à son message ?,Lelaa ba bi leege nwin wé?
3074,Demande à Jéhovah de t’aider à te concentrer sur ton message plutôt que sur toi- même,"Soohe le u bok bañ mahoñol moñ i ngii yoñ wemede, ndi i ngii nkwel woñ"
3076,C’est pourquoi il envoie dix messagers demander de l’aide à Nabal,"Jon kel yada, David a ñep bake ñwin yak Nabal inyu bat nye mahôla"
3078,"Pour faire connaître le message de la bonne nouvelle, Jésus a littéralement parcouru des centaines de kilomètres, à pied, sur des routes poussiéreuses",Yésu a bi ke mbôgôl ni mbôgôl kilométa ni makôô mu manjel ma biték inyu añle bôt ñañ nlam
3080,"Étant donné le peu de temps qui reste, il n’a jamais été aussi urgent de prêcher ce message de salut","Kiki di ntehe le ndék ngéda yon i yii, di nlama pégdaha bés bomede iloo héga i legel nwin u tohi unu"
3082,"Quand tu offres un repas, le midi ou le soir, n’invite pas tes amis, tes frères, les membres de ta famille ni des voisins riches","I ngéda u naña bôt i je i kosi tole kôkôa, u sébél bañ mawanda moñ, to lôkisoñ, to bôt boñ ba lihaa, to bôt boñ ba libôk ba ba yé mingwañ"
3084,"Sa fièvre a disparu hier, vers une heure de l’après-midi , lui répondent- ils ",Ba ntimbhe le: Lihep jé li bi mal yani i ngeñ yada i mbus kosi
3086,"Probablement tôt le jeudi après-midi, Jésus confie cette mission à Pierre et à Jean : Allez nous préparer le repas de la Pâque","I nene le i bibôdle bi kosi bi Ngwa mbok, Yésu a ñom Pétrô ni Yôhanes i kôôba Pasa, a nkal bo le: Kena, kôôbana Pasa inyu yés le di je"
3088,Les samedis après-midi étaient généralement réservés au témoignage dans la rue,"Hiki ngwa jôn i mbus kosi di bé béna téé likalô i minloñ, jon ba nsébél likalô li mbamba i len ini"
3090,"À midi, ils rentrent tout doucement chez eux","I kosi, ba nhuu mbai yap mbeñel mbeñel"
3092,"À chaque assemblée, les sessions du matin et de l’après-midi commencent par un programme musical de dix minutes","Inyu hôla bés i jubus mahoñol més ikété hiémbi, hiki likoda likeñi ni li ndôn li mbôdôl, hiki kegla ni mbus kosi, ni nsik u jôm li manut"
3094,"Il est sorti de nouveau vers midi et vers trois heures de l’après-midi, et il a fait la même chose","A témb ki a pam i mam ma kosi yak ni i mam ma ngeñ aa i kôkôa, a boñ nlélém jam"
3096,"À midi, Éliya se met à se moquer : Baal doit être trop occupé pour répondre, il fait ses besoins, ou alors il s’est endormi et il faut le réveiller","Kiki kosi i nkola, Élia a kahal jôha bo, a kalak bo le bebeg Baal a pégi ngandak inyu timbhe bo, le a nke libee, tole mut a nlama tôdôl nye inyule a yé ’ilo"
3098,"Vers midi, ils s’arrêtent aux environs de la ville de Sychar pour se reposer près d’un puits que Jacob a probablement creusé, ou fait creuser, des siècles plus tôt","Bebee ni kosi, ba ntelep ipañ tison i Sikar inyu noi bebee ni bee yada i bebek Yakôb a bi tém, tole a bi boñ le bôt ba tém hala yé mbôgôl ni mbôgôl nwii"
3100,"Le lundi après-midi, après avoir quitté Jérusalem, Jésus retourne à Béthanie, sur le versant est du mont des Oliviers","I mbus kosi i Ngwa njañgumba, Yésu a nyodi i Yérusalem, a témb i Bétania nu a yé i masuhul ma Hikôa Ôlivé i pes likôl"
3102,"Comme ça nous prenait toute la journée, on nous fournissait le repas du midi","Nson u, u bé yoñ bés ngim kel, jon ba bé ti bés bijek i kosi"
3104,"C’est l’après-midi, et le soleil décline tandis qu’ils descendent du mont des Oliviers","Di yé i mbus kosi, hiañgaa hi yé nañal ngéda Yésu ni baôma bé ba yé sôs Hikôa Ôlivé"
3106,"Plus tard dans l’après-midi, Jésus meurt et un grand tremblement de terre se produit","I masôhôk ma mbus kosi, Yésu a wo, ni hisi hi nyeñg"
3108,"En fin d’après-midi, c’est au tour d’Éliya d’offrir son sacrifice","I mbus kosi, ngéda i nkola le Élia a sem sesema yé"
3110,"Certains utilisent cette application pour étudier à la pause du midi au travail ou à l’école, ou pendant leurs trajets","Bôt bahogi ba ngwélél i sélél i inyu yigil, ngéda yap noi i homa bôlô, i suklu tole ngeñ ba nke liké"
3112,"Dans l’exemple de Jésus, ils correspondent aux ouvriers employés à neuf heures ou plus tard dans la journée ","Mu hihéga hi Yésu, ba yé bôt ba nyoñ bôlô i ngeñ bôô i bikegla tole i mbus ha, hala wee i kosi, i ngeñ aa i kôkôa, yak i ngeñ itan i kôkôa"
3114,"Les samedis après-midi, comme nous n’avions pas de cours, on nous emmenait faire du tourisme à New York","I bé i pam le, i ngwa jôn, ngéda suklu i mal, ba kena bés minhiômôk kôkôa i tison i New York"
3116,"Le midi, ils faisaient comme s’il n’y avait plus de place à leur table pour que je ne m’assoie pas avec eux","Ba bé boñ wengoñle téblé het di bé jél lôñ i pégi ngandak, kayéle me bé la ha bé me je ni bo"
3118,L’après-midi du vendredi 14 nisan touche à sa fin,"Hilo 14 hi sôñ Nisan hi yé bebee ni mal, di yé Ngwa koo"
3120,"Ce sont les derniers dont parle Jésus, les ouvriers engagés à cinq heures de l’après-midi","Bon ba yé bôt ba nsôk Yésu a mpôdôl, basalwom ba ba nyôña i bôlô i ngeñ itan i kôkôa"
3122,"On a fini par le trouver, et il a été amené au milieu du peuple","Kiki ba bi sôk léba nye, ba lona nye i ti bôt"
3124,Moïse ne pouvait assurer tout seul la direction de plusieurs millions de personnes se déplaçant au milieu d’un désert dangereux,Môsé nyetama a bé bé le a éga didun di bôt mu liké jap ikété béba ñoñ
3126,"Il est au milieu d’eux en ce sens que Jésus, le futur Roi du royaume de Dieu, se trouve en personne parmi eux ","Ane i yé ipôla yap ni njel ini le, i nwet ba bi tep inyu ba Kiñe i Ane Djob le Yésu a yé ipôla yap"
3128,Il a renforcé les barres de tes portes ; il a béni tes fils au milieu de toi,"A bi lédés bihimbil bi manwemel, a bi sayap bon banan ikété yoñ"
3130,Est- ce que je peux m’élargir en faisant davantage connaissance avec les frères et sœurs qui sont d’une origine ou d’un milieu différents ?,‘Baa me néhne ñem wem inyu tibil yi bikristen bipe bi bi yé maselna ni me?’
3131,"À propos de telles décisions, Jésus promet : Quand deux ou trois personnes sont rassemblées en mon nom, je suis là au milieu d’elles ","Inyu hala, Yésu a nkal le: I homa bôt iba tole baa ba nkodba i jôl jem, me yé ipôla yap"
3133,J’étais très influencé par l’image que les films et mon milieu social donnaient de l’homme,"Ngôñ i unda le me bé lôs munlôm kiki bisinima bi bé tinde bés, i bi lôôha yoña me"
3135,Parce qu’il se cachait au milieu des bagages,Inyule a bi solop ikété mambegee
3137,"LE DERNIER livre de la Bible, la Révélation, nous informe qu’un ange volant au milieu du ciel a une bonne nouvelle éternelle pour l’annoncer comme un évangile ","MASOOLA, kaat i Bibel i nsôk, i nyis bés le añgel i mpuue i ngembe ngii i gwé ñañ nlam u boga i añal kii nwin maséé"
3139,"Puis Jésus leur rappelle l’exemple qu’il leur a donné tout au long de son ministère : Mais moi, je suis au milieu de vous comme celui qui sert ","I mbus, Yésu a nhôñlaha bo ndémbél nyemede a bé ti bo hiki ngéda, a nkal le: Ndi me me yé ipôla nan kiki nu a nsélél bé"
3141,"Soudain, au milieu de la nuit, un violent tremblement de terre a secoué la prison","Kunda yada, i ñem u, hisi hi nyeñg ni ngui kayéle ndap mok yosôna i nyiñgha ibôdôl ngii kepam isi"
3143,Jésus apparaît au milieu d’eux dans un corps matérialisé et les salue : Paix à vous,"Yésu a mpam ipôla yap ni nyuu minsôn, a nyéga bo, a kal le: Nsañ u ba ni bé"
3145,Réside au milieu des humains ,Nyemede a nyén lôñni bôt
3147,"Réfléchissant à la réinstallation à Jérusalem, le psalmiste détaille ainsi l’action de Jéhovah : Il a renforcé les barres de tes portes ; il a béni tes fils au milieu de toi","Mu kii a bé hoñol matémb ma bibégés bipubi i Yérusalem, ntôptjémbi a bi loñge inyu Yéhôva le: A bi lédés bihimbil bi manwemel, a bi sayap bon banan ikété yoñ"
3149,"Au milieu du sifflement des balles, j’ai lentement levé un mouchoir blanc","Mu kii dikoñgo di ngaa di bé di ntagbe, me bi paa puba libadô"
3151,"Imagine qu’au cours d’un voyage, tu t’arrêtes au milieu d’un long tunnel","Hégda le u yé ke i mbôngô liké, ndi u jôp i mbôngô hôk liaa"
3153,Au milieu figurait une représentation de Jésus,Titii i Yésu i bé ñôdôk mu ñem matila
3155,"Au milieu de la tempête, Pierre est sorti du bateau et il a commencé à marcher sur l’eau vers Jésus","Mbuk mbebi a hôñôk ni ngui, Pétrô a pam môñgô, a bôdôl ke ngii malép inyu koba Yésu"
3157,"Quand Jéhovah a donné la Loi à Moïse, il a dit : Si un homme [","Ikété Mbén Yéhôva a bi ti Môsi, A kal le: Ndi mut ni mut "
3160,"] mange n’importe quelle sorte de sang, à coup sûr je rejetterai celui qui mange le sang et je le retrancherai du milieu de son peuple"," a nje mo ki mo matjél, m’a kédba mut a nje matjél nu mis mbom, m’a tjé ki nye ikété bôt bé"
3162,L’armée de Pharaon a suivi les Israélites au milieu de la mer,Ntôñ gwét u Faraô u noñ bon ba Israel i ñemkété tuye
3164,LE ROYAUME DE DIEU EST AU MILIEU D’EUX,ANE I YÉ IPÔLA YAP
3165,En quel sens le Royaume est- il au milieu des pharisiens ?,Ni imbe njel Ane i yé ipôla Farisai?
3166,Certaines choses sont plus importantes que ce qu’on voit dans un miroir,Ngandak mam i gwé mahee iloo lama woñ
3168,"Quand nous nous regardons dans un miroir, nous voyons ce que nous sommes extérieurement","Mu kii di mbéñgba i léman, di nla yi lelaa bôt bape ba ntehe bés"
