,bassa,french
1958,"Inyu bon ba Israel ba dilo di Sakaria, Sinar a bé toi homa ba bé lama bii Béba.","Pour Zekaria et les autres Juifs, Shinéar était un lieu d’exil approprié pour Méchanceté ."
1959,I oñ homa nunu ’nyu yoñ.,D’avoir bâti ce lieu pour toi !
1960,Inyuki di nsébél homa di nkodba inyu bégés Djob le Ndap Ane?,Pourquoi nos lieux de culte s’appellent- ils Salles du Royaume ?
1961,"Tolakii babôkna ntôñ ba bé ba ngi yii i mok, likoda li nwii li Watch Tower li bé lama tagbe hilo 4 hi sôñ Kondoñ, i nwii 1919.","Les responsables de l’organisation étaient toujours en prison, et une nouvelle assemblée générale devait avoir lieu le 4 janvier 1919."
1962,"Kiki Yésu a ntoñol, mambe mahéñha ma mbôdôl bôña ni nson u Yôhanes Nsôble?","Comme Jésus l’explique, quel changement a lieu à partir du ministère de Jean ?"
1963,"Banop bakeñi ba bi ôbôs libim li malép ma nyo, kayéle to loñge homa inyu lamb kofi a bé bé.","À cause de fortes pluies, une bonne partie de l’eau potable était contaminée et nous n’avions plus de lieu convenable pour la cafétéria."
1964,"Ilole ba bôdôl Djob ñem le a ga ti bo Hisi hi, ba bi kon i bôt ba woñi, ba unbene ki Môsé.","Au lieu de faire confiance à Jéhovah, ils ont eu peur et ont murmuré contre Moïse."
1965,"Ilole u yônôs bot yoñ ni bikaat inyu ke i likoda, gwélél kei yoñ inyu noñ minkwel nwomisôna ni inyu tôp tjémbi.","Au lieu d’apporter de nombreuses publications imprimées à la réunion, utilise ton smartphone ou ta tablette pour suivre les différentes parties de la réunion et chanter les cantiques."
1966,"I len ini, i ti bésbomede nkikip yak Yéhôva ni kôs sôble bi mbat le di yén i homa Yéhôva a nsôô bés","De nos jours, l’offrande de soi et le baptême sont nécessaires pour habiter dans le lieu secret de Jéhovah."
1967,"Maselna ni hala, bôt ba binam ba nla ndigi niñ 70 nwii, to 80 nwii inyu [nwet a nlôôha bana] ngui.","Aujourd’hui, au lieu de vivre pour toujours et dans la perfection, comme Dieu l’avait prévu au départ, on vit généralement 70 ans, ou [...] 80 ans si l’on est particulièrement robuste ."
1968,Jam li bilim li bi bôña ipôla biañgel.,Un drame terrible a eu lieu parmi les anges.
1969,"I pot maliga, sép i bé i ma bôdôl hala a bé jam kiki bo sôñ isamal.",Un mont Carmel stérile et desséché était donc le lieu idéal pour révéler que le culte de Baal était une tromperie.
1970,Homa nunu ’nyu jôl joñ.,Ce lieu bâti pour ton nom.
1971,"Jon di nhaba loñge inyu ti Yéhôva lipém kiki Nkéés nu hisi hiosôna, ni inyu diihe ndap yés likoda.","De même, lors des réunions, notre tenue indique notre respect pour le Juge de toute la terre , Jéhovah Dieu, et pour le lieu où nous l’adorons ."
1972,Mambe mam makeñi ma bi tagbe i hilo 14 i sôñ Nisan mu ñwii mi bi yik lo?,b) Quels autres évènements auront lieu un 14 Nisan ?
1973,"I dilo tjés, handug mandap map ma bibase, Babilôn Nunkeñi a gwé ki ngandak majubhene ma moni.","Aujourd’hui, outre ses lieux de culte, Babylone la Grande possède d’immenses empires commerciaux."
1974,"I ñwii unu, Mbigda i nyemb Yésu y’a bane i ngwa Ngéé, hilo 23 hi sôñ Matumb , i mbus manañle ma hiañgaa.","Cette année, la commémoration du sacrifice de Jésus aura lieu le mercredi 23 mars, après le coucher du soleil."
1975,", 10. Toñol lelaa lap i bé, toñol yak mahoñol Samuel a gwé inyu homa mpubhaga nu.",", 10. a) Décris le tabernacle et les sentiments de Samuel pour ce lieu sacré . b) Quelles responsabilités Samuel a- t- il sans doute ?"
1976,"Nlélém jam won di mboñ inyu makoda makeñi, to ibale ma ntagbene i ndap makoda makeñi, to homa numpe.","Les mêmes principes s’appliquent lorsque nous tenons nos assemblées, que ce soit dans une Salle d’assemblées ou un autre lieu."
1977,"Iloole ba yééne Malét wap péé, ba bi nwas le bibomb bi minsôn gwon bi yémbél bo, ba bôdôl ke ilo.","Au lieu de rester aux aguets pour leur Maître, ils ont cédé à la chair et se sont endormis."
1978,"Hala a yé ntandaa ngéda nano le ba bi tugul ngim bôt, ndi baa Yésu a nla boñ ntén jam u?","Des résurrections ont eu lieu dans le passé, mais lui, peut- il faire une telle chose ?"
1979,"Mahéñha ni hala, a bi kal le: Di nyi i bet ni yé, di ndiihe ki makidik manan.","Au lieu de cela, il nous a dit : Nous savons qui vous êtes et nous respectons votre position."
1980,"Ngéda Yésu a bé hoñol mbegee ikeñi a bééna i téñbe ni Yéhôva, hala a bé lôôha tééñga nye.",Jésus était troublé parce qu’il avait la lourde responsabilité de rester fidèle à Jéhovah.
1981,"To hala kii a bé a ngi yii ngond muda, Ester a bi gwel minson minkeñi, kiki bo i kôôba mambén ma ma bi lona gwét ni tjiba.","La jeune Esther a porté de bien lourdes responsabilités, comme la préparation de décrets entraînant guerre et extermination."
1982,Hala a ta bé mbegee i nlôôha keñi inyule matiñ ma Djob ma nyét bé.,"Ce n’est pas une lourde charge, car ses commandements ne sont pas du tout pesants ."
1983,"I nlômbi litén li Israél, kiñe i bééna mbegee ikeñi, ndi maéba ma bé lôl nye ni njel bapôdôl, biprisi, ni bôt bape ba bé isi yé.","Dans l’Israël antique, le roi avait de lourdes responsabilités, et pourtant il devait accepter les conseils venant des prophètes, des prêtres, ainsi que d’autres personnes parmi les sujets de son royaume ."
1984,"A nleñ bo loñge nsébla ini: Lona i meeni, a bé bobasôna ba ni ntumbba ni nson, ni bak ki ni bééga mbegee i nyét, m’a ti bé hogbe.","À eux, il lance cette invitation chaleureuse : Venez à moi, vous tous qui êtes fatigués et qui portez une lourde charge, et je vous réconforterai."
1985,Ba bé gwélél ki kilô i i gwé ntjep wada u nyét iloo umpe inyu nibil basomb.,"Il leur était aussi possible d’utiliser une balance dont un des bras était plus long ou plus lourd que l’autre, ce qui leur permettait de tromper le client à chaque transaction."
1986,Ba bé boñ yo inyu hôyôs ni gwel ben.,Elle était conçue pour supporter le poids de sa lourde cuirasse et la maintenir en place.
1987,U nla nôgda wengoñle mam u mboma ma nlédél we ngandak ni le mbegee yoñ i nlôôha yét.,Tu penses peut-être que ta situation est trop difficile et que ta charge est trop lourde à porter.
1988,"Ndi añgel i hoo nyoh muda mu ngembe Éfa, a yip ki yo ni ngok lipidô i i bé yét.","Mais l’ange réagit aussitôt : il la repousse à l’intérieur du récipient, qu’il referme bien en enfonçant dessus le lourd couvercle !"
1989,"A neebe nson u nlôôha nkeñi: A ga néñés man nu a ta bé wé, a sôñ ki nye inyule nunu man a yé nseñ ngandak inyu Yéhôva Djob.","Il accepte la plus lourde des responsabilités : élever un fils qui n’est pas le sien, mais auquel Jéhovah tient plus que tout."
1990,"Mankéé nu muda wada a bi tilna nti nkwel wada nu a bé lôl i likoda lipe le: To hala kiki di bi kwel ndik ndék manut, u bi tehe le ñem wem u nyét, u lédés me, u ti ki me ngui.","Même si nous n’avons discuté que quelques minutes, a écrit une sœur à un orateur de passage, tu as vu que j’avais le cœur lourd, et tu m’as réconfortée et m’as remonté le moral."
1991,"Baa u yé hégda Élia a nhô su wé, a gwelek mbot yé i mahuu ma ntômba ni ngui inyu boñ le mbebi i kena bañ yo?",Te représentes- tu Éliya essayant de se protéger les yeux tout en retenant son lourd vêtement de poil à chaque coup de vent ?
1993,Hala a yé soso mbegee bôt ba binam ba nla bé begee bomede.,C’est un poids trop lourd à porter pour les humains.
1994,"Kiki Épafra, ngandak lôk kéé i bôlôm ni i bôda i nsoohe inyu lôk kéé yap i likoda, ni mahaa ma ma gwé mbegee ikeñi tole ma ma gwé makidik makeñi i yoñ, tole ma ma mboma manoodana.","Peut-être des membres de ta congrégation ou de ta famille qui assument de lourdes responsabilités, qui font face à des tentations, ou qui doivent prendre des décisions importantes."
1995,Ngim makidik i yé nseñ iloo mape.,Il y a des décisions plus lourdes de conséquences que d’autres.
1996,I buk i grikia ba nkobol i kaat 1 Yôhanes 5:3 le nledek i nkobla le nyédék.,Le mot grec traduit par pesants en 1 Jean 5:3 signifie littéralement lourds *.
1997,Mbegee keñi i mut faa:,La lourde responsabilité du guetteur :
1998,Mbegee keñi i mut faa,La lourde responsabilité du guetteur
1999,"Yak mañge muda nu a nyoñ makidik i biiba, a nlama neebe i begee mbegee ikeñi.","De même, une femme qui décide de se marier doit être disposée à endosser de lourdes responsabilités."
2000,"I kaat Matéô 23:4, Bibel i ngwélél i buk i inyu pôdôl mambegee ma nyét, hala wee disii di mambén ni bikila bi nlôl ni bôt le bayimbén ni Farisai i bi bééga bôt ba loñ.","En Matthieu 23:4, ce mot est employé pour qualifier les lourdes charges , c’est-à-dire les règles maniaques et les traditions tout humaines que les scribes et les Pharisiens imposaient au peuple."
2001,"Ngéda mandutu ma nlôôha yidil we, néhne Yéhôva ñem woñ.","Lorsque les difficultés de la vie vous semblent trop lourdes, ouvrez votre cœur à Jéhovah."
2002,"Ngim minkuu i nhoi kayéle mut wada a nla begel nwo, ndi mimpe mi nyét kayéle i mbéda bôt iba inyu begel nwo.","Certains sont assez légers, et une personne seule peut facilement les porter, mais d’autres sont lourds et doivent être soulevés à deux."
2004,"Njôghe i ntagbe, ngéda maséé i nkola!",Son lourd chagrin s’est envolé !
2005,"Yak baéga biprisi ni bayimbén ba kalna bo ni bo le: Ibale a yé Kristô, Kiñe Lôk Israel, a sôhôk ni nano i kék njiiha inyu boñ le di tehe, di hémle ki.","De même, les prêtres en chef et les scribes se disent entre eux : Que le Christ, le roi d’Israël, descende maintenant du poteau de supplice."
2006,"Ibale ñ, bôk ndugi yoñ bitelbene bi tôbôtôbô inyu yônôs njômbi i.","Si oui, prends des mesures pratiques dès maintenant afin d’atteindre ton objectif."
2007,"Yésu a nti nye mana maéba, a nkal nye le: Ndi ibale u nsômbôl kôhna niñ, nôgôl mambén ibabé waa.","Maintenant, si tu veux entrer dans la vie, observe les commandements continuellement , conseille Jésus. Lesquels ?"
2008,Kii di nlama boñ hanano ilole njiiha keñi i mbôdôl?,"Que devons- nous faire maintenant, c’est-à-dire avant le début de la grande tribulation ?"
2009,"Ñ, ngim mangéda, nduña yem i yé i témb i bet, ndi nano me nyi lelaa me boñ.","De temps en temps, mes pensées négatives reviennent, mais maintenant, je sais comment y faire face."
2010,"Masoda le, Bibel tole bipes gwé bi ma koblana i len ini bebee le ikété 3 000 di dilémb.","Heureusement, la Bible est maintenant traduite en totalité ou en partie dans presque 3 200 langues."
2011,Nano a yé dilo daa le Natanael a nyila wada mu banigil ba Yésu.,Cela fait maintenant trois jours que Nathanaël est devenu l’un des premiers disciples de Jésus.
2012,"I ngéda Lôk Yuda ihogi i nkal le Yésu a nyan kel Sabat mu kiki a mbuubaha mut, Yésu a ntimbhe le: Letee ni nano, Tata a ma waa bé sal, to me me nwaa bé sal.","Lorsque des Juifs accusent Jésus de ne pas respecter le sabbat parce qu’il a guéri un homme, il leur répond : Mon Père a continué de travailler jusqu’à maintenant, et moi je continue de travailler ."
2013,"Me ngi hoñlak me nkal Gloria kel yada le, baa a yé toi nyégsaga i témb nano?",Je me rappelle avoir dit à Gloria : Faut- il vraiment qu’il parte maintenant ?
2014,Inyuki i yé nseñ i yéñ yi mahoñol ma Yéhôva inyu ngim mam nano?,Pourquoi est- ce important de méditer dès maintenant sur ce que Jéhovah attend de nous ?
2015,"Samuel a gwé minañak mi bon bôlôm ima ha ngéda i, Yôel bo Abiya. Samuel a ntéé bo kiki bahôla bé mu bôlô yé i nkéés loñ.","Il a maintenant deux fils adultes, Yoël et Abiya, à qui il a confié la responsabilité de le soutenir dans sa charge de juge."
2016,"Ruth a ngwé njel i unda le a ntéñbe i gwés, ha Naômi nyetama bé, ndi yak i Djob a mpohol i gwélél le Yéhôva.","Ruth a maintenant la possibilité de démontrer son amour fidèle non seulement pour Naomi, mais aussi pour le Dieu qu’elle a choisi, Jéhovah."
2017,"Ibale di nhoñol le ñwii nwés, yi yés tole tel yés ikété likoda bi mboñ le mut a kôli bé ti bés maéba, wee di nlama kodol mahoñol més.","Si maintenant nous estimons que notre âge, notre expérience ou nos responsabilités dans la congrégation nous placent en quelque sorte au-dessus des conseils des autres, nous devons là encore réviser notre point de vue."
2018,Ndi nano nyen me nla toi kal le me ngwés Yéhôva.’,Mais c’est seulement maintenant que je peux vraiment dire que j’aime Jéhovah.
2019,"Iloole u bem le i nya mam i pémél ndugi we, inyuki u ta bé le u yéñ yi mahoñol ma Yéhôva mu mam ma nano?",Que ferais- tu ? Il est bien de méditer dès maintenant sur ce que Jéhovah en pense.
2020,Kii di ga wan nano?,Qu’allons- nous examiner maintenant ?
2021,"I len ini, lelaa di nla nit kahap i Yéhôva i ngii bihégél gwé?",Comment pouvons- nous soutenir la souveraineté de Jéhovah dès maintenant ?
2022,"To hala kiki u nlama ke ni bisu i gwés bagwal boñ ni i ti bo lipém, ñwaa woñ, tole nlô woñ, nyen a nyila mut woñ nu bisu hana isi.","Bien sûr, vous aimerez et respecterez toujours vos parents, mais maintenant l’être qui compte le plus au monde pour vous, c’est votre conjoint."
2023,"I mbus a nkal le: Nano yoña ndék mu, ni kena mo yak ñéga ngand.",Puis il leur dit : Maintenant puisez un peu du contenu et portez- le à l’organisateur du repas .
2024,"Hanano, soho kal ni me inyuki u nséble me.’","Maintenant, dis- moi, s’il te plaît, pourquoi tu m’as demandé de venir."
2025,Di wan matiñ ma Bibel matan ma ma ga hôla bés i tjôô maboñok mabe.,Voyons maintenant cinq principes de la Bible qui peuvent aider quelqu’un à abandonner une habitude nuisible.
2026,"Paul a kal bikristen bi Efésô le: Ni bé hiumul ngéda bisu kingéda bilem bi nkoñ isi unu, kingéda ñane nu a gwé kunde nyoo mbebi, ngii mbuu u u nsal hanano ikété bon ba ndok.",". Aux Éphésiens, il a dit : Vous marchiez jadis selon [...] ce monde, selon le chef du pouvoir de l’air, l’esprit qui opère maintenant dans les fils de la désobéissance."
2027,"Hanano, yak bôt ba ngomin ba nkoñ Persia ba yé i pes yap, inyule ñwin u nke homa nyensôna le mut nu bisu i mbus kiñe a yé man Lôk Yuda le Mardôkai.","De nombreux fonctionnaires perses sont même de leur côté maintenant, car la nouvelle de la nomination de Mordekaï, un Juif, comme premier ministre a fait le tour de l’empire."
2028,Di yé nano ipôla sôñ Matumb ni sôñ Matôp i nwii 29 N.Y.,C’est maintenant le printemps de l’année 29 de notre ère.
2029,Ba bat nye le: ‘Baa nano nyen w’a yila Kiñe Israel?’,Ils lui ont donc demandé : Est- ce que tu vas devenir roi d’Israël maintenant ?
2030,"Naômi a nti Ruth makénd le a neebe mahôla ma Bôas, ni le a ke ni bisu i toohe ikété nwom nwé. A nkal ki nye le a yén bebee ni bingond bi ndap i Bôas inyu kéñ le babumbul ba ntééñga bañ nye.",Naomi encourage Ruth à accepter la proposition de Boaz de glaner dans ses champs et près des jeunes femmes de sa maisonnée pour que les moissonneurs la laissent tranquille.
2031,Munlôm a nlama yi kii yé i ba ño i ndap lihaa i kristen.,Un homme doit savoir ce que signifie être le chef d’une maisonnée chrétienne.
2032,"A nkal le: A bi kôs makénd ni hogbe ngéda ngandak bilôk bikéé i bi lôl bahoma bape ba Yapan, ni biloñ bipe inyu tibil gwom bi bi ôbi, ibabé le ba kôs nsaa.",Elle raconte qu’elle a été beaucoup encouragée et réconfortée en voyant les nombreux volontaires de tout le Japon et de l’étranger s’activer pour réparer les maisons et les Salles du Royaume.
2033,Loñge bôlô ni mandap malam.,Une maison confortable et un travail satisfaisant.
2035,Ba bi tégbaha u wap ikété ngañgañ jiibe ni ikété lisuni mu ndap yap ndegi i yônôs iba.,Ils ont passé toute la nuit au froid dans une chambre à l’étage de leur maison très abîmée.
